chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL2107771,RALFINAMIDE,C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,True,True,True,717;1616;1962;2189;2610;2655;2679,3623;6807;6834;6861;6894;7052;7079;7106;7133,400,3.0,Completed,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,Glutamate [NMDA] receptor antagonist,EFO_0003843,pain,3,7,9,1
CHEMBL2107779,SEMAPIMOD,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,False,False,True,,,99,,,,,,MAP kinase p38 alpha inhibitor,,,1,0,0,1
CHEMBL2107801,RESEQUINIL,COc1cccc(-c2nccc3[nH]c(=O)c(-c4noc(C)n4)cc23)c1,True,False,False,522;1448;1673;1721;2081;2128;2486,,,2.0,Completed,GABRA1;GABRA2;GABRA3;GABRA5;GABRG1;GABRG2;GABRG3,,,,MONDO_0004975,Alzheimer disease,1,7,0,0
CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,True,True,True,796,221;683;4593;4672;4751;4858;4927;4993;5059;5103;5169;5335;5401;6948;7482;8311;8339;8367;8401;8429;8457,481,2.0,"Active, not recruiting",JAK2,"IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signaling;Interleukin-12 signaling;Interleukin-20 family signaling;Interleukin-23 signaling;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Potential therapeutics for SARS;Prolactin receptor signaling;RAF activation;RAF/MAP kinase cascade;RMTs methylate histone arginines;Signaling by CSF3 (G-CSF);Signaling by Leptin;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutants",R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,EFO_0000616,neoplasm,3,1,21,1
CHEMBL2107830,EMPAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,False,False,True,,,593,,,,,,Sodium/glucose cotransporter 2 inhibitor,,,1,0,0,1
CHEMBL2107834,RIOCIGUAT,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,True,True,False,73,7689,,4.0,,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,,EFO_0000537,hypertension,2,1,1,0
CHEMBL2107842,ALBINTERFERON ALFA-2B,N/A,False,True,False,,632;4217;5204;5254;5452,,3.0,,IFNAR1,Evasion by RSV of host interferon responses;Interferon alpha/beta signaling;Potential therapeutics for SARS;Regulation of IFNA/IFNB signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses,R-HSA-909733;R-HSA-912694;R-HSA-9679191;R-HSA-9705671;R-HSA-9833109,,EFO_0000616,neoplasm,1,1,5,0
CHEMBL2107911,ONERCEPT,N/A,True,True,False,85,394;4148;4163;4512,,3.0,Terminated,TNF,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Regulation of TNFR1 signaling;TNFR1-induced NF-kappa-B signaling pathway,R-HSA-5357905;R-HSA-5357956;R-HSA-6783783;R-HSA-6785807,,EFO_0003778,psoriatic arthritis,2,1,4,0
CHEMBL2107979,PEXELIZUMAB,N/A,False,True,False,,1238;7175;7736;7748;7760,,3.0,Completed,C5,Activation of C3 and C5;G alpha (i) signalling events;Peptide ligand-binding receptors;Regulation of Complement cascade;Terminal pathway of complement,R-HSA-166665;R-HSA-174577;R-HSA-375276;R-HSA-418594;R-HSA-977606,,EFO_0001645,coronary artery disease,1,1,5,0
CHEMBL2108080,PARNAPARIN SODIUM,N/A,True,True,False,174,146;7552;7581;7603,,3.0,Terminated,SERPINC1,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-140837;R-HSA-140875;R-HSA-381426;R-HSA-8957275,,EFO_0000545,infertility,2,1,4,0
CHEMBL2108147,STREPTOKINASE,N/A,True,True,False,681,74;105;132;455,,4.0,,PLG,Activation of Matrix Metalloproteinases;Degradation of the extracellular matrix;Platelet degranulation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-114608;R-HSA-1474228;R-HSA-1592389;R-HSA-381426,,HP_0004419,Recurrent thrombophlebitis,2,1,4,0
CHEMBL2108222,ALOXIPRIN,N/A,True,True,False,138;919,361;4479;5559;5619;5688;6072;6146;6220;6294;6368;6442,,4.0,,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0003843,pain,2,2,10,0
CHEMBL2108250,ANISTREPLASE,N/A,True,True,False,682,75;106;133;456,,4.0,,PLG,Activation of Matrix Metalloproteinases;Degradation of the extracellular matrix;Platelet degranulation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-114608;R-HSA-1474228;R-HSA-1592389;R-HSA-381426,,HP_0004419,Recurrent thrombophlebitis,2,1,4,0
CHEMBL2108313,CONBERCEPT,N/A,False,True,False,,424;468;480;492;504;516;528;540;590;803,,3.0,Terminated,VEGFA,Interleukin-4 and Interleukin-13 signaling;Platelet degranulation;Potential therapeutics for SARS;Regulation of gene expression by Hypoxia-inducible Factor;Signaling by VEGF;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;VEGF binds to VEGFR leading to receptor dimerization;VEGF ligand-receptor interactions;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferation,R-HSA-114608;R-HSA-1234158;R-HSA-194138;R-HSA-194313;R-HSA-195399;R-HSA-4420097;R-HSA-5218921;R-HSA-6785807;R-HSA-8866910;R-HSA-9679191,,EFO_0001365,age-related macular degeneration,1,1,10,0
CHEMBL2108508,INTERFERON ALFA-2A,N/A,False,True,False,,629;4214;5201;5251;5449,,4.0,,IFNAR1,Evasion by RSV of host interferon responses;Interferon alpha/beta signaling;Potential therapeutics for SARS;Regulation of IFNA/IFNB signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses,R-HSA-909733;R-HSA-912694;R-HSA-9679191;R-HSA-9705671;R-HSA-9833109,,EFO_0000616,neoplasm,1,1,5,0
CHEMBL2108589,CLAZAKIZUMAB,N/A,False,True,False,,121;171;4407;4543;4622;4701;7591,,2.0,Terminated,IL6,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-381426;R-HSA-6783783;R-HSA-6785807;R-HSA-8957275,,EFO_0000384,Crohn's disease,1,1,7,0
CHEMBL2108628,PACLITAXEL POLIGLUMEX,N/A,True,True,False,828;1561;1996;2235;2340;2404;2711;2775;2839,1541;1605;1669;1733;1797;1861;1925;2090;2154;2218;2282;2346;2410;2474;2538;2602;2666;2730;2794;2858;2922;2986;3056;3120;3184;3248;3312;3376;3440;3504;3568;3659;3723;3787;3851;3915;3979;4046,,3.0,,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_0000616,neoplasm,2,9,38,0
CHEMBL2108677,PEGINTERFERON BETA-1A,N/A,False,True,False,,630;4215;5202;5252;5450,,4.0,,IFNAR1,Evasion by RSV of host interferon responses;Interferon alpha/beta signaling;Potential therapeutics for SARS;Regulation of IFNA/IFNB signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses,R-HSA-909733;R-HSA-912694;R-HSA-9679191;R-HSA-9705671;R-HSA-9833109,,EFO_0000616,neoplasm,1,1,5,0
CHEMBL2108718,SEMULOPARIN SODIUM,N/A,True,True,False,177,149;7555;7584;7606,,3.0,Terminated,SERPINC1,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-140837;R-HSA-140875;R-HSA-381426;R-HSA-8957275,,EFO_0004286,venous thromboembolism,2,1,4,0
CHEMBL2108723,PEGINTERFERON LAMBDA-1A,N/A,False,True,False,,4394;4777;4884,,3.0,Completed,IL10RB,Interleukin-10 signaling;Interleukin-20 family signaling;Other interleukin signaling,R-HSA-449836;R-HSA-6783783;R-HSA-8854691,,EFO_0003047,hepatitis C virus infection,1,1,3,0
CHEMBL2108730,SARILUMAB,N/A,False,True,False,,175;637;4547;4626;4705;7146,,4.0,,IL6R,Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Potential therapeutics for SARS;Transcriptional regulation of granulopoiesis,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-6785807;R-HSA-9616222;R-HSA-9679191,,EFO_0000540,immune system disease,1,1,6,0
CHEMBL2108739,PLACULUMAB,N/A,True,True,False,90,399;4153;4168;4517,,2.0,Completed,TNF,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Regulation of TNFR1 signaling;TNFR1-induced NF-kappa-B signaling pathway,R-HSA-5357905;R-HSA-5357956;R-HSA-6783783;R-HSA-6785807,,EFO_0000685,rheumatoid arthritis,2,1,4,0
CHEMBL2108752,PEGAPTANIB OCTASODIUM,N/A,False,True,False,,427;471;483;495;507;519;531;543;593;806,,3.0,Completed,VEGFA,Interleukin-4 and Interleukin-13 signaling;Platelet degranulation;Potential therapeutics for SARS;Regulation of gene expression by Hypoxia-inducible Factor;Signaling by VEGF;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;VEGF binds to VEGFR leading to receptor dimerization;VEGF ligand-receptor interactions;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferation,R-HSA-114608;R-HSA-1234158;R-HSA-194138;R-HSA-194313;R-HSA-195399;R-HSA-4420097;R-HSA-5218921;R-HSA-6785807;R-HSA-8866910;R-HSA-9679191,,MONDO_0810000,choroidal neovascularization,1,1,10,0
CHEMBL2108806,BEMIPARIN SODIUM,N/A,True,True,False,175,147;7553;7582;7604,,3.0,Completed,SERPINC1,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-140837;R-HSA-140875;R-HSA-381426;R-HSA-8957275,,EFO_0003907,deep vein thrombosis,2,1,4,0
CHEMBL2108887,AFELIMOMAB,N/A,True,True,False,86,395;4149;4164;4513,,2.0,,TNF,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Regulation of TNFR1 signaling;TNFR1-induced NF-kappa-B signaling pathway,R-HSA-5357905;R-HSA-5357956;R-HSA-6783783;R-HSA-6785807,,EFO_0000540,immune system disease,2,1,4,0
CHEMBL2109047,INTERFERON ALFA-N3,N/A,False,True,False,,633;4218;5205;5255;5453,,2.0,Completed,IFNAR1,Evasion by RSV of host interferon responses;Interferon alpha/beta signaling;Potential therapeutics for SARS;Regulation of IFNA/IFNB signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses,R-HSA-909733;R-HSA-912694;R-HSA-9679191;R-HSA-9705671;R-HSA-9833109,,EFO_0000694,severe acute respiratory syndrome,1,1,5,0
CHEMBL2109084,DESMOTEPLASE,N/A,True,True,False,686,79;110;137;460,,3.0,Completed,PLG,Activation of Matrix Metalloproteinases;Degradation of the extracellular matrix;Platelet degranulation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-114608;R-HSA-1474228;R-HSA-1592389;R-HSA-381426,,EFO_0000712,stroke,2,1,4,0
CHEMBL2109204,NADROPARIN CALCIUM,N/A,True,True,False,176,148;7554;7583;7605,,3.0,Completed,SERPINC1,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-140837;R-HSA-140875;R-HSA-381426;R-HSA-8957275,,EFO_0003907,deep vein thrombosis,2,1,4,0
CHEMBL2109325,AMG-191,N/A,True,True,False,1177,582;6994;7528,,1.0,Recruiting,KIT,RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-1433557;R-HSA-5673001;R-HSA-8866910,,MONDO_0015974,severe combined immunodeficiency,2,1,3,0
CHEMBL2109341,CCR5MAB004,N/A,True,True,False,227,1269;4386;6768;6792,,1.0,Completed,CCR5,Binding and entry of HIV virion;Chemokine receptors bind chemokines;G alpha (i) signalling events;Interleukin-10 signaling,R-HSA-173107;R-HSA-380108;R-HSA-418594;R-HSA-6783783,,EFO_0000764,HIV infection,2,1,4,0
CHEMBL2109342,HGS-1025,N/A,True,True,False,226,1268;4385;6767;6791,,1.0,Withdrawn,CCR5,Binding and entry of HIV virion;Chemokine receptors bind chemokines;G alpha (i) signalling events;Interleukin-10 signaling,R-HSA-173107;R-HSA-380108;R-HSA-418594;R-HSA-6783783,,EFO_0000729,ulcerative colitis,2,1,4,0
CHEMBL2109343,LERONLIMAB,N/A,True,True,False,219,1261;4378;6760;6784,,3.0,Suspended,CCR5,Binding and entry of HIV virion;Chemokine receptors bind chemokines;G alpha (i) signalling events;Interleukin-10 signaling,R-HSA-173107;R-HSA-380108;R-HSA-418594;R-HSA-6783783,,MONDO_0100096,COVID-19,2,1,4,0
CHEMBL2109430,GIMSILUMAB,N/A,False,True,False,,4392;6879;8381,,2.0,Completed,CSF2,"Interleukin-10 signaling;Interleukin-3, Interleukin-5 and GM-CSF signaling;RAF/MAP kinase cascade",R-HSA-512988;R-HSA-5673001;R-HSA-6783783,,MONDO_0100096,COVID-19,1,1,3,0
CHEMBL2109433,OTILIMAB,N/A,False,True,False,,4388;6875;8377,,3.0,Completed,CSF2,"Interleukin-10 signaling;Interleukin-3, Interleukin-5 and GM-CSF signaling;RAF/MAP kinase cascade",R-HSA-512988;R-HSA-5673001;R-HSA-6783783,,EFO_0000685,rheumatoid arthritis,1,1,3,0
CHEMBL2109458,AMG-108,N/A,False,True,False,,635;4193;4401,,2.0,Withdrawn,IL1R1,Interleukin-1 signaling;Interleukin-10 signaling;Potential therapeutics for SARS,R-HSA-6783783;R-HSA-9020702;R-HSA-9679191,,EFO_0000400,diabetes mellitus,1,1,3,0
CHEMBL2109470,PERAKIZUMAB,N/A,False,True,False,,162;4231;7311,,1.0,Completed,IL17A,Interleukin-17 signaling;Interleukin-4 and Interleukin-13 signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses,R-HSA-448424;R-HSA-6785807;R-HSA-9705671,,EFO_0003778,psoriatic arthritis,1,1,3,0
CHEMBL2109574,ASG-5ME,N/A,True,True,False,864;1597;2032;2270;2375;2439;2748;2811;2874,1577;1641;1705;1769;1833;1897;1961;2126;2190;2254;2318;2382;2446;2510;2574;2638;2702;2766;2830;2894;2958;3022;3092;3156;3220;3284;3348;3412;3476;3540;3604;3695;3759;3823;3887;3951;4015;4082,,1.0,Completed,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_0001663,prostate carcinoma,2,9,38,0
CHEMBL2109607,MEDI-8968,N/A,False,True,False,,636;4194;4402,,2.0,Completed,IL1R1,Interleukin-1 signaling;Interleukin-10 signaling;Potential therapeutics for SARS,R-HSA-6783783;R-HSA-9020702;R-HSA-9679191,,EFO_0000341,chronic obstructive pulmonary disease,1,1,3,0
CHEMBL2109613,PF-04236921,N/A,False,True,False,,120;170;4406;4542;4621;4700;7590,,2.0,Completed,IL6,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-381426;R-HSA-6783783;R-HSA-6785807;R-HSA-8957275,,EFO_0000384,Crohn's disease,1,1,7,0
CHEMBL2109614,MEDI-5117,N/A,False,True,False,,122;172;4408;4544;4623;4702;7592,,1.0,Terminated,IL6,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-381426;R-HSA-6783783;R-HSA-6785807;R-HSA-8957275,,EFO_0000685,rheumatoid arthritis,1,1,7,0
CHEMBL2109615,MRA 003 US,N/A,False,True,False,,124;174;4410;4546;4625;4704;7594,,1.0,Completed,IL6,Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Post-translational protein phosphorylation;Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-381426;R-HSA-6783783;R-HSA-6785807;R-HSA-8957275,,MONDO_0007915,systemic lupus erythematosus,1,1,7,0
CHEMBL2109636,VILOBELIMAB,N/A,False,True,False,,1243;7180;7741;7753;7765,,3.0,Recruiting,C5,Activation of C3 and C5;G alpha (i) signalling events;Peptide ligand-binding receptors;Regulation of Complement cascade;Terminal pathway of complement,R-HSA-166665;R-HSA-174577;R-HSA-375276;R-HSA-418594;R-HSA-977606,,HP_0000999,Pyoderma,1,1,5,0
CHEMBL2110372,RANITIDINE HYDROCHLORIDE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,True,True,True,747,5816,731,4.0,,HRH2,G alpha (s) signalling events,R-HSA-418555,Histamine H2 receptor antagonist,EFO_0004607,duodenal ulcer,3,1,1,1
CHEMBL2110581,BEVASIRANIB,Cc1cn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO)O2)c(=O)[nH]c1=O,False,True,False,,425;469;481;493;505;517;529;541;591;804,,3.0,Withdrawn,VEGFA,Interleukin-4 and Interleukin-13 signaling;Platelet degranulation;Potential therapeutics for SARS;Regulation of gene expression by Hypoxia-inducible Factor;Signaling by VEGF;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;VEGF binds to VEGFR leading to receptor dimerization;VEGF ligand-receptor interactions;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferation,R-HSA-114608;R-HSA-1234158;R-HSA-194138;R-HSA-194313;R-HSA-195399;R-HSA-4420097;R-HSA-5218921;R-HSA-6785807;R-HSA-8866910;R-HSA-9679191,,EFO_0001365,age-related macular degeneration,1,1,10,0
